## Tue Jul 25 22:27:11 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_fyacrk6v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 1129 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Synpcc7942_0086	1140.Synpcc7942_0086	0.0	1467.0	COG1523@1|root,COG1523@2|Bacteria,1G0PW@1117|Cyanobacteria,1GZR8@1129|Synechococcus	1129|Synechococcus	G	Belongs to the glycosyl hydrolase 13 family	treX	-	3.2.1.68	ko:K01214	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R09995,R11261	-	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	-	Alpha-amylase,CBM_48
Synpcc7942_0087	1140.Synpcc7942_0087	0.0	965.0	COG1994@1|root,COG1994@2|Bacteria,1G03A@1117|Cyanobacteria,1GZ9X@1129|Synechococcus	1129|Synechococcus	S	Peptidase family M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
Synpcc7942_0088	1140.Synpcc7942_0088	1.63e-178	496.0	COG0491@1|root,COG0491@2|Bacteria,1G22Q@1117|Cyanobacteria,1GZRG@1129|Synechococcus	1129|Synechococcus	S	COG0491 Zn-dependent hydrolases, including glyoxylases	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0089	1140.Synpcc7942_0089	4.83e-173	483.0	COG0412@1|root,COG0412@2|Bacteria,1G0PH@1117|Cyanobacteria,1GYKK@1129|Synechococcus	1129|Synechococcus	Q	dienelactone hydrolase	-	-	3.1.1.45	ko:K01061	ko00361,ko00364,ko00623,ko01100,ko01110,ko01120,ko01130,map00361,map00364,map00623,map01100,map01110,map01120,map01130	-	R03893,R05510,R05511,R06835,R06838,R08120,R08121,R09136,R09220,R09222	RC01018,RC01906,RC01907,RC02441,RC02467,RC02468,RC02674,RC02675,RC02686	ko00000,ko00001,ko01000	-	-	-	DLH
Synpcc7942_0090	1140.Synpcc7942_0090	3.02e-229	632.0	COG1725@1|root,COG1725@2|Bacteria,1G0FN@1117|Cyanobacteria,1GYD8@1129|Synechococcus	1129|Synechococcus	K	Transcriptional regulator	-	-	-	ko:K07978	-	-	-	-	ko00000,ko03000	-	-	-	GntR
Synpcc7942_0091	1140.Synpcc7942_0091	5.99e-149	418.0	COG3161@1|root,COG3161@2|Bacteria,1G2YI@1117|Cyanobacteria,1GYRE@1129|Synechococcus	1129|Synechococcus	H	Chorismate lyase	-	-	4.1.3.40	ko:K03181	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R01302	RC00491,RC02148	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF98
Synpcc7942_0092	1140.Synpcc7942_0092	6.19e-79	234.0	2D9VD@1|root,32TU1@2|Bacteria,1G800@1117|Cyanobacteria,1H1I9@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0093	1140.Synpcc7942_0093	1.29e-149	421.0	COG0125@1|root,COG0125@2|Bacteria,1G52G@1117|Cyanobacteria,1GZW5@1129|Synechococcus	1129|Synechococcus	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	-	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylate_kin
Synpcc7942_0094	1140.Synpcc7942_0094	3.3e-209	580.0	COG0470@1|root,COG0470@2|Bacteria,1G1VP@1117|Cyanobacteria,1GZ54@1129|Synechococcus	1129|Synechococcus	L	DNA polymerase III	holB	-	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
Synpcc7942_0095	1140.Synpcc7942_0095	1.02e-181	505.0	COG0745@1|root,COG0745@2|Bacteria,1G1EZ@1117|Cyanobacteria,1GZ8T@1129|Synechococcus	1129|Synechococcus	K	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	rpaA	-	-	ko:K10697	ko02020,map02020	M00467	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
Synpcc7942_0096	1140.Synpcc7942_0096	3.94e-103	300.0	COG4803@1|root,COG4803@2|Bacteria,1G531@1117|Cyanobacteria,1GZS1@1129|Synechococcus	1129|Synechococcus	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF1269
Synpcc7942_0097	1140.Synpcc7942_0097	0.0	2528.0	COG1429@1|root,COG1429@2|Bacteria,1G0XP@1117|Cyanobacteria,1GYTP@1129|Synechococcus	1129|Synechococcus	H	COG1429 Cobalamin biosynthesis protein CobN and related Mg-chelatases	cobN	-	6.6.1.2	ko:K02230	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	CobN-Mg_chel
Synpcc7942_0098	1140.Synpcc7942_0098	0.0	1120.0	COG0469@1|root,COG0469@2|Bacteria,1G1IY@1117|Cyanobacteria,1GZ8S@1129|Synechococcus	1129|Synechococcus	G	Belongs to the pyruvate kinase family	pyk	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PEP-utilizers,PK,PK_C
Synpcc7942_0099	1140.Synpcc7942_0099	1.02e-72	218.0	COG1694@1|root,COG1694@2|Bacteria,1G25W@1117|Cyanobacteria,1H41T@1129|Synechococcus	1129|Synechococcus	S	MazG nucleotide pyrophosphohydrolase domain	-	-	-	-	-	-	-	-	-	-	-	-	MazG
Synpcc7942_0100	1140.Synpcc7942_0100	2.79e-131	372.0	2DQKR@1|root,337HA@2|Bacteria,1G9HJ@1117|Cyanobacteria,1H3JR@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0101	1140.Synpcc7942_0101	0.0	894.0	COG1252@1|root,COG1252@2|Bacteria,1G20T@1117|Cyanobacteria,1GZB9@1129|Synechococcus	1129|Synechococcus	C	NADH dehydrogenase	ndbA	-	1.6.99.3	ko:K03885	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
Synpcc7942_0102	1140.Synpcc7942_0102	1.23e-140	396.0	COG4636@1|root,COG4636@2|Bacteria,1G3QP@1117|Cyanobacteria,1H3ZF@1129|Synechococcus	1129|Synechococcus	S	Putative restriction endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	Uma2
Synpcc7942_0105	1140.Synpcc7942_0105	0.0	1139.0	COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,1G1DF@1117|Cyanobacteria,1GZBH@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	nadE	-	6.3.1.5,6.3.5.1	ko:K01916,ko:K01950	ko00760,ko01100,map00760,map01100	M00115	R00189,R00257	RC00010,RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase,NAD_synthase
Synpcc7942_0106	1140.Synpcc7942_0106	6.04e-139	392.0	COG1057@1|root,COG1057@2|Bacteria,1G3FS@1117|Cyanobacteria,1H0CY@1129|Synechococcus	1129|Synechococcus	H	adenylyltransferase	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
Synpcc7942_0107	1140.Synpcc7942_0107	0.0	877.0	COG1100@1|root,COG1100@2|Bacteria,1G24V@1117|Cyanobacteria,1H477@1129|Synechococcus	1129|Synechococcus	S	Dynamin family	-	-	-	ko:K06883	-	-	-	-	ko00000	-	-	-	DUF697,MMR_HSR1
Synpcc7942_0108	1140.Synpcc7942_0108	4.71e-56	174.0	COG5119@1|root,COG5119@2|Bacteria,1G7NF@1117|Cyanobacteria,1H18H@1129|Synechococcus	1129|Synechococcus	S	ParB nuclease domain protein	-	-	-	-	-	-	-	-	-	-	-	-	ParBc
Synpcc7942_0109	1140.Synpcc7942_0109	1.72e-115	331.0	COG0783@1|root,COG0783@2|Bacteria,1G586@1117|Cyanobacteria,1H0B1@1129|Synechococcus	1129|Synechococcus	P	Belongs to the Dps family	dps	-	-	ko:K04047	-	-	-	-	ko00000,ko03036	-	-	-	Ferritin
Synpcc7942_0110	1140.Synpcc7942_0110	7.39e-132	374.0	COG3655@1|root,COG3655@2|Bacteria,1GHB4@1117|Cyanobacteria,1H421@1129|Synechococcus	1129|Synechococcus	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26
Synpcc7942_0111	1140.Synpcc7942_0111	0.0	1056.0	COG0443@1|root,COG0443@2|Bacteria,1G26I@1117|Cyanobacteria,1GZ48@1129|Synechococcus	1129|Synechococcus	O	molecular chaperone	-	-	-	-	-	-	-	-	-	-	-	-	HSP70
Synpcc7942_0112	1140.Synpcc7942_0112	0.0	993.0	COG0415@1|root,COG0415@2|Bacteria,1G0UM@1117|Cyanobacteria,1GYZH@1129|Synechococcus	1129|Synechococcus	H	Belongs to the DNA photolyase family	-	-	4.1.99.3	ko:K01669	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_photolyase,FAD_binding_7
Synpcc7942_0114	1140.Synpcc7942_0114	2.35e-80	238.0	2DCX7@1|root,32U0G@2|Bacteria,1G7VN@1117|Cyanobacteria,1H0G0@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0115	1140.Synpcc7942_0115	1.41e-120	344.0	COG1898@1|root,COG1898@2|Bacteria,1G72B@1117|Cyanobacteria,1H422@1129|Synechococcus	1129|Synechococcus	M	PFAM WxcM-like, C-terminal	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0116	1140.Synpcc7942_0116	1.85e-242	665.0	COG0524@1|root,COG0524@2|Bacteria,1G0RV@1117|Cyanobacteria,1GZ8I@1129|Synechococcus	1129|Synechococcus	G	COG0524 Sugar kinases, ribokinase family	csck	-	2.7.1.4	ko:K00847	ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100	-	R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
Synpcc7942_0118	1140.Synpcc7942_0118	0.0	968.0	COG0064@1|root,COG0064@2|Bacteria,1G0H0@1117|Cyanobacteria,1GYF1@1129|Synechococcus	1129|Synechococcus	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	-	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
Synpcc7942_0119	1140.Synpcc7942_0119	2.89e-129	367.0	28YVW@1|root,2ZKP3@2|Bacteria,1GGX7@1117|Cyanobacteria,1H2A5@1129|Synechococcus	1129|Synechococcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0120	1140.Synpcc7942_0120	4.11e-115	329.0	COG0590@1|root,COG0590@2|Bacteria,1G6ZU@1117|Cyanobacteria,1GZXB@1129|Synechococcus	1129|Synechococcus	FJ	MafB19-like deaminase	-	-	-	-	-	-	-	-	-	-	-	-	dCMP_cyt_deam_1
Synpcc7942_0121	1140.Synpcc7942_0121	2.07e-302	823.0	COG4370@1|root,COG4370@2|Bacteria,1G0QR@1117|Cyanobacteria,1GYAS@1129|Synechococcus	1129|Synechococcus	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0122	1140.Synpcc7942_0122	0.0	1002.0	COG4943@1|root,COG4943@2|Bacteria,1GE0C@1117|Cyanobacteria,1H4BE@1129|Synechococcus	1129|Synechococcus	T	CSS motif domain associated with EAL	-	-	-	-	-	-	-	-	-	-	-	-	CSS-motif,EAL
Synpcc7942_0124	1140.Synpcc7942_0124	1.21e-146	412.0	COG0500@1|root,COG0500@2|Bacteria,1G56P@1117|Cyanobacteria,1H0ID@1129|Synechococcus	1129|Synechococcus	Q	Thiopurine S-methyltransferase (TPMT)	-	-	2.1.1.67	ko:K00569	ko00983,map00983	-	R08236,R08239,R08246	RC00003,RC00980,RC02277	ko00000,ko00001,ko01000	-	-	-	TPMT
Synpcc7942_0125	1140.Synpcc7942_0125	4.03e-150	422.0	COG0131@1|root,COG0131@2|Bacteria,1G08H@1117|Cyanobacteria,1GYK0@1129|Synechococcus	1129|Synechococcus	E	Imidazoleglycerol-phosphate dehydratase	hisB	-	4.2.1.19	ko:K01693	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R03457	RC00932	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPD
Synpcc7942_0126	1140.Synpcc7942_0126	2.91e-181	504.0	COG0623@1|root,COG0623@2|Bacteria,1FZW4@1117|Cyanobacteria,1H4AB@1129|Synechococcus	1129|Synechococcus	I	Enoyl- acyl-carrier-protein reductase NADH	-	-	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
Synpcc7942_0127	1140.Synpcc7942_0127	3.81e-150	423.0	COG0664@1|root,COG0664@2|Bacteria,1G07U@1117|Cyanobacteria,1GYSB@1129|Synechococcus	1129|Synechococcus	K	COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	ntcA	-	-	ko:K21561	-	-	-	-	ko00000,ko03000	-	-	-	HTH_Crp_2,cNMP_binding
Synpcc7942_0128	1140.Synpcc7942_0128	1.4e-165	479.0	COG4372@1|root,COG4372@2|Bacteria,1G0XA@1117|Cyanobacteria,1GZ66@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF3084)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3084
Synpcc7942_0129	1140.Synpcc7942_0129	1.09e-99	289.0	COG0816@1|root,COG0816@2|Bacteria,1G6PB@1117|Cyanobacteria,1H106@1129|Synechococcus	1129|Synechococcus	L	PFAM Uncharacterised protein family (UPF0081)	-	-	-	-	-	-	-	-	-	-	-	-	RuvX
Synpcc7942_0131	1140.Synpcc7942_0131	0.0	1881.0	COG0348@1|root,COG0664@1|root,COG0348@2|Bacteria,COG0664@2|Bacteria,1FZVX@1117|Cyanobacteria,1GYQH@1129|Synechococcus	1129|Synechococcus	C	cyclic nucleotide-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_5,cNMP_binding
Synpcc7942_0132	1140.Synpcc7942_0132	2.32e-260	712.0	COG3380@1|root,COG3380@2|Bacteria,1G34R@1117|Cyanobacteria,1GYXF@1129|Synechococcus	1129|Synechococcus	S	Oxidoreductase	-	-	-	ko:K06955	-	-	-	-	ko00000	-	-	-	Amino_oxidase
Synpcc7942_0133	1140.Synpcc7942_0133	8.14e-203	561.0	COG4735@1|root,COG4735@2|Bacteria,1G2IP@1117|Cyanobacteria,1H096@1129|Synechococcus	1129|Synechococcus	S	COGs COG4735 conserved	-	-	-	-	-	-	-	-	-	-	-	-	-
Synpcc7942_0134	1140.Synpcc7942_0134	3.82e-316	860.0	COG3307@1|root,COG3307@2|Bacteria,1G15X@1117|Cyanobacteria,1GZ84@1129|Synechococcus	1129|Synechococcus	M	COG3307 Lipid A core - O-antigen ligase and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	Wzy_C
Synpcc7942_0135	1140.Synpcc7942_0135	3.18e-148	417.0	COG0500@1|root,COG2226@2|Bacteria,1FZXS@1117|Cyanobacteria,1GZ3G@1129|Synechococcus	1129|Synechococcus	H	COG0500 SAM-dependent methyltransferases	-	-	2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_11,Methyltransf_25
Synpcc7942_0136	1140.Synpcc7942_0136	0.0	864.0	COG0582@1|root,COG0582@2|Bacteria,1G0M1@1117|Cyanobacteria,1GYYH@1129|Synechococcus	1129|Synechococcus	L	Phage integrase family protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
Synpcc7942_0137	1140.Synpcc7942_0137	1.92e-285	779.0	COG0276@1|root,COG0276@2|Bacteria,1G1UI@1117|Cyanobacteria,1GZC4@1129|Synechococcus	1129|Synechococcus	H	Catalyzes the ferrous insertion into protoporphyrin IX	hemH	-	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
Synpcc7942_0138	1140.Synpcc7942_0138	9.22e-147	412.0	COG0739@1|root,COG0739@2|Bacteria,1G50M@1117|Cyanobacteria,1H0GU@1129|Synechococcus	1129|Synechococcus	M	Peptidase family M23	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
Synpcc7942_0139	1140.Synpcc7942_0139	0.0	1231.0	COG0028@1|root,COG0028@2|Bacteria,1G17K@1117|Cyanobacteria,1GYHI@1129|Synechococcus	1129|Synechococcus	H	acetolactate synthase	ilvB	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
Synpcc7942_0141	1140.Synpcc7942_0141	5.06e-210	582.0	COG0341@1|root,COG0341@2|Bacteria,1G075@1117|Cyanobacteria,1GZ67@1129|Synechococcus	1129|Synechococcus	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secF	-	-	ko:K03074	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF,Sec_GG
Synpcc7942_0142	1140.Synpcc7942_0142	1.29e-313	857.0	COG0342@1|root,COG0342@2|Bacteria,1G053@1117|Cyanobacteria,1GYPU@1129|Synechococcus	1129|Synechococcus	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD	-	-	ko:K03072	ko03060,ko03070,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	2.A.6.4,3.A.5.2,3.A.5.7	-	-	SecD_SecF,Sec_GG
Synpcc7942_0143	1140.Synpcc7942_0143	7.79e-236	648.0	COG0022@1|root,COG0022@2|Bacteria,1G246@1117|Cyanobacteria,1GZ42@1129|Synechococcus	1129|Synechococcus	C	COG0022 Pyruvate 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit	pdhB	-	1.2.4.1	ko:K00162	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C
Synpcc7942_0144	1140.Synpcc7942_0144	3.46e-104	301.0	2DNUQ@1|root,32Z94@2|Bacteria,1G5ZA@1117|Cyanobacteria,1H1AC@1129|Synechococcus	1129|Synechococcus	S	Domain of unknown function (DUF4281)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4281
Synpcc7942_0145	1140.Synpcc7942_0145	2.62e-65	199.0	2E4UY@1|root,32ZPB@2|Bacteria,1G9D2@1117|Cyanobacteria,1H1JP@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF3082)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3082
Synpcc7942_0148	1140.Synpcc7942_0148	0.0	1019.0	COG0645@1|root,COG2187@1|root,COG0645@2|Bacteria,COG2187@2|Bacteria,1FZW6@1117|Cyanobacteria,1GZY9@1129|Synechococcus	1129|Synechococcus	S	protein conserved in bacteria	-	-	-	ko:K07028	-	-	-	-	ko00000	-	-	-	AAA_33,APH
Synpcc7942_0149	1140.Synpcc7942_0149	1.14e-135	383.0	COG0350@1|root,COG0350@2|Bacteria,1G0MX@1117|Cyanobacteria,1H0ZJ@1129|Synechococcus	1129|Synechococcus	L	6-O-methylguanine DNA methyltransferase, DNA binding domain	-	-	2.1.1.63	ko:K10778	-	-	-	-	ko00000,ko01000,ko03000,ko03400	-	-	-	DNA_binding_1
Synpcc7942_0150	1140.Synpcc7942_0150	8.11e-283	772.0	COG0463@1|root,COG2246@1|root,COG0463@2|Bacteria,COG2246@2|Bacteria,1G17W@1117|Cyanobacteria,1GZ31@1129|Synechococcus	1129|Synechococcus	M	glycosyl transferase	-	-	2.4.1.83	ko:K00721	ko00510,ko01100,map00510,map01100	-	R01009	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT2	-	Glycos_transf_2,GtrA
Synpcc7942_0152	269084.syc1353_d	3.21e-269	736.0	COG0472@1|root,COG0472@2|Bacteria,1G07I@1117|Cyanobacteria,1GYRC@1129|Synechococcus	1129|Synechococcus	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
Synpcc7942_0153	1140.Synpcc7942_0153	2.33e-57	178.0	2E81X@1|root,332FZ@2|Bacteria,1G94I@1117|Cyanobacteria,1H11H@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF3134)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3134
Synpcc7942_0154	1140.Synpcc7942_0154	7.52e-144	405.0	28JPH@1|root,2Z9K6@2|Bacteria,1G1UH@1117|Cyanobacteria,1H0EJ@1129|Synechococcus	1129|Synechococcus	S	PAP_fibrillin	-	-	-	-	-	-	-	-	-	-	-	-	PAP_fibrillin
Synpcc7942_0156	1140.Synpcc7942_0156	0.0	1084.0	COG0033@1|root,COG0033@2|Bacteria,1G0ZB@1117|Cyanobacteria,1GZ0J@1129|Synechococcus	1129|Synechococcus	G	Phosphoglucomutase	pgm	-	5.4.2.2	ko:K01835	ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00549	R00959,R01057,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
Synpcc7942_0158	1140.Synpcc7942_0158	9.17e-286	780.0	COG0476@1|root,COG0607@1|root,COG0476@2|Bacteria,COG0607@2|Bacteria,1G0FS@1117|Cyanobacteria,1GYMY@1129|Synechococcus	1129|Synechococcus	HP	COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	moeB	-	2.7.7.80,2.8.1.11	ko:K21147	ko04122,map04122	-	R07459,R07461	RC00043	ko00000,ko00001,ko01000	-	-	-	Rhodanese,ThiF
Synpcc7942_0159	1140.Synpcc7942_0159	8.6e-111	317.0	COG1310@1|root,COG1310@2|Bacteria,1G7SZ@1117|Cyanobacteria,1H1AH@1129|Synechococcus	1129|Synechococcus	S	metal-dependent protease of the PAD1 JAB1 superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Prok-JAB
Synpcc7942_0160	1140.Synpcc7942_0160	3.21e-216	597.0	COG1159@1|root,COG1159@2|Bacteria,1FZV6@1117|Cyanobacteria,1GZ14@1129|Synechococcus	1129|Synechococcus	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	-	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
Synpcc7942_0161	1140.Synpcc7942_0161	5.66e-129	366.0	28TE8@1|root,2ZFNH@2|Bacteria,1GGIH@1117|Cyanobacteria,1H0MX@1129|Synechococcus	1129|Synechococcus	H	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	-	-	-	-	-	-	-	-	-	-	-	-	CpeS
Synpcc7942_0163	1140.Synpcc7942_0163	2.81e-179	499.0	COG0500@1|root,COG2226@2|Bacteria,1G7KV@1117|Cyanobacteria,1H0AY@1129|Synechococcus	1129|Synechococcus	Q	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
Synpcc7942_0164	1140.Synpcc7942_0164	5.91e-93	271.0	COG0799@1|root,COG0799@2|Bacteria,1G6IA@1117|Cyanobacteria,1H0F2@1129|Synechococcus	1129|Synechococcus	J	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation	rsfS	-	-	ko:K09710	-	-	-	-	ko00000,ko03009	-	-	-	RsfS
Synpcc7942_0165	1140.Synpcc7942_0165	3.1e-117	335.0	2DH3G@1|root,2ZY99@2|Bacteria,1G5PM@1117|Cyanobacteria,1H07Q@1129|Synechococcus	1129|Synechococcus	S	Protein of unknown function (DUF1230)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1230
